id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
14769438,Home in Bangkok · 1 bedroom · 2 beds · 1 bath,91606725,Lalita,,Khan Na Yao,13.82152,100.668,Entire home/apt,1850,1,0,,,1,179,0,
14639314,Townhouse in Bangkok · ★5.0 · 2 bedrooms · 1 bed · 1 private bath,6906718,Anne Araya,,Phra Khanong,13.69974,100.60774,Private room,1222,3,14,2023-02-20,0.16,24,359,1,
14646290,Rental unit in Thanon Phetchaburi · ★4.43 · 1 bedroom · 1 bed · 1 bath,69748617,Pan,,Ratchathewi,13.75289,100.53487,Entire home/apt,1200,10,7,2023-09-03,0.08,4,345,2,
14273017,Condo in Bangkok · ★4.85 · 1 bedroom · 1 bed · 1 bath,86741374,Ejaz,,Vadhana,13.736,100.58512,Entire home/apt,1450,6,47,2023-12-07,0.53,1,339,6,
14647959,Home in กรุงเทพมหานคร · 2 bedrooms · 1 bed · 1 bath,55765786,Linley,,Sathon,13.70616,100.51829,Entire home/apt,350,1,0,,,1,0,0,
14779322,Place to stay in Bangkok · 1 bedroom · 1 bed · 1 bath,91237366,S30,,Khlong Toei,13.72649,100.57164,Private room,1200,1,0,,,2,365,0,
14276048,Rental unit in Bangkok · ★4.78 · 1 bedroom · 1 bed · 1 bath,1927968,Evan,,Sathon,13.720548,100.54697,Entire home/apt,1000,1,248,2023-12-08,2.75,49,355,17,
14780679,Condo in Bangkok · ★4.78 · 2 bedrooms · 2 beds · 2 baths,1379116,Anocha,,Vadhana,13.73865,100.57309,Entire home/apt,,4,9,2019-12-19,0.11,1,0,0,
15035730,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,2042346,Patrice,,Bang Khae,13.70802,100.38347,Entire home/apt,954,1,0,,,1,364,0,
14286758,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,49904515,Nuttariya,,Suanluang,13.74012,100.60321,Entire home/apt,1300,2,0,,,1,0,0,
15041593,Rental unit in Khet Khlong Toei · 2 bedrooms · 2 beds · 2 baths,49824036,Woodti,,Khlong Toei,13.727309071580022,100.57303680826622,Entire home/apt,3507,2,1,2023-07-20,0.19,1,0,1,
14791937,Hostel in Bangkok · ★5.0 · 1 bedroom · 6 beds · 2 shared baths,92377463,Nutt,,Ratchathewi,13.76009,100.53944,Shared room,350,1,3,2017-11-22,0.03,1,0,0,
14293937,Rental unit in Bangkok · 1 bedroom · 2 beds · 1 bath,87276579,Pimtip,,Chatu Chak,13.81025,100.56454,Entire home/apt,2200,3,0,,,1,0,0,
14793325,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 private bath,16204812,Bodeesorn,,Thon buri,13.71922,100.47759,Private room,8000,3,2,2017-07-03,0.02,1,179,0,
15046641,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,78215647,Khaosan,,Phra Nakhon,13.75961,100.49746,Private room,,1,2,2017-04-30,0.02,3,0,0,
14323512,Rental unit in Bangkok · ★4.33 · 2 bedrooms · 1 bed · 1 shared bath,84621107,Area 69,,Bang Khen,13.88934,100.60324,Private room,890,1,3,2020-03-01,0.03,3,364,0,
14324539,Home in Bangkok · 1 bedroom · 2 beds · 1 bath,9272711,Wannaporn,,Phra Nakhon,13.75262,100.48993,Entire home/apt,1099,1,0,,,1,239,0,
15046927,Rental unit in Bangkok · ★3.0 · 1 bedroom · 3 beds · 1 bath,78215647,Khaosan,,Phra Nakhon,13.75732,100.49859,Private room,,1,6,2017-12-16,0.08,3,0,0,
14794318,Floor in Bangkok · 1 bedroom · 3 beds · 1 bath,92400185,Raruena,,Vadhana,13.73481,100.57656,Private room,3800,1,0,,,1,0,0,
15338321,Condo in Bangkok · ★5.0 · 1 bedroom · 1 bed · 1 bath,9683986,Benny,,Lak Si,13.89671,100.55634,Entire home/apt,751,1,9,2023-04-14,0.11,3,176,3,
15345639,Bed and breakfast in Bangkok · ★4.14 · 1 bedroom · 1 bed · 1 bath,8444643,Kiattisak,,Phra Nakhon,13.7568,100.49636,Private room,4000,1,7,2018-03-03,0.09,58,365,0,
14795049,Rental unit in Khet Ratchathewi · ★4.45 · 2 bedrooms · 1 bed · 1 bath,92406083,David,,Ratchathewi,13.75455,100.55439,Entire home/apt,1457,1,102,2023-12-10,1.15,7,344,21,
15059381,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 shared bath,95206570,Kresidence26,,Min Buri,13.79208,100.73561,Shared room,800,1,0,,,1,0,0,
15345697,Bed and breakfast in Bangkok · ★4.0 · 1 bedroom · 1 bed · 1 bath,8444643,Kiattisak,,Phra Nakhon,13.75827,100.49592,Private room,4000,1,28,2020-02-01,0.37,58,365,0,
15347934,Condo in Bangsue · ★4.78 · 1 bedroom · 1 bed · 1 private bath,36313213,Yaowanee,,Bang Sue,13.82858,100.53821,Private room,900,15,9,2023-07-06,0.15,1,155,2,
15068625,Rental unit in Bangkok · ★4.58 · 2 bedrooms · 2 beds · 2 baths,28443643,Yoshi,,Ratchathewi,13.75049,100.53946,Entire home/apt,4000,2,119,2023-12-07,1.35,14,239,3,
15070086,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,33539273,Satang,,Bang Kho laen,13.69759,100.49645,Private room,999,1,0,,,1,0,0,
14809455,Boutique hotel in Bangkok · 1 bedroom · 2 beds · 1 private bath,92550794,Ratchavipa,,Chatu Chak,13.7961,100.55844,Private room,950,1,2,2017-12-25,0.02,3,0,0,
14811026,Boutique hotel in Bangkok · ★4.16 · 2 bedrooms · 2 beds · 1.5 baths,92567498,The BOB Hostel,,Vadhana,13.73171,100.58721,Entire home/apt,1200,1,31,2019-08-12,0.36,5,170,0,
15351315,Floor in Bangkok · ★3.40 · 10 bedrooms · 1 bed · 1 bath,97921241,Longzhuguesthouse,,Bang Kho laen,13.70538,100.50714,Entire home/apt,1280,1,5,2016-12-23,0.06,1,0,0,
15102510,Condo in Bangkok · ★4.73 · 1 bedroom · 1 bed · 1 bath,95637561,Kantapol,,Din Daeng,13.7994,100.57419,Entire home/apt,1200,28,30,2023-05-01,0.35,1,242,2,
15380964,Condo in Huai Khwang · ★4.33 · 2 bedrooms · 6 beds · 1 bath,30803267,Yasmine,,Huai Khwang,13.75877,100.56943,Entire home/apt,2400,1,40,2019-09-13,0.47,4,357,0,
15104072,Home in Phaya Thai · ★5.0 · 1 bedroom · 1 bed · 1 private bath,29897708,Doungsawart,,Phaya Thai,13.78024,100.53101,Private room,2950,1,22,2023-11-15,0.26,4,165,11,
14845327,Bed and breakfast in Bangkok · ★3.43 · 1 bedroom · 1 bed · 1 bath,8444643,Kiattisak,,Phra Nakhon,13.75841,100.49466,Private room,2113,1,7,2020-02-12,0.08,58,365,0,
14845361,Bed and breakfast in Bangkok · 1 bedroom · 1 bed · 1 bath,8444643,Kiattisak,,Phra Nakhon,13.75831,100.49488,Private room,5000,1,2,2017-01-20,0.02,58,365,0,
14845392,Bed and breakfast in Bangkok · ★4.04 · 1 bedroom · 1 bed · 1 bath,8444643,Kiattisak,,Phra Nakhon,13.7562,100.49547,Private room,4000,1,27,2020-03-07,0.34,58,365,0,
15399434,Home in Khlong Sam Wa · 1 bedroom · 1 bed · 1 bath,98425482,Jo,,Khlong Sam Wa,13.85071,100.70724,Private room,800,1,0,,,1,179,0,
14845420,Bed and breakfast in Bangkok · 1 bedroom · 1 bed · 1 bath,8444643,Kiattisak,,Phra Nakhon,13.75837,100.49535,Private room,4000,1,1,2020-01-02,0.02,58,365,0,
14847917,Serviced apartment in Bangkok · ★5.0 · 1 bedroom · 1 bed · 2 baths,45414241,Banthueng,,Vadhana,13.7425,100.56153,Entire home/apt,8648,1,5,2018-06-23,0.07,7,88,0,
15107441,Rental unit in Bangkok · 1 bedroom · 2 beds · 1 bath,95688209,Suchat,,Lat Phrao,13.80716,100.60688,Private room,550,1,0,,,1,0,0,
15399614,Condo in Bangkok · 1 bedroom · 1 bed · 1 bath,98539933,Lek,,Pra Wet,13.67413,100.6485,Entire home/apt,800,2,1,2018-01-12,0.01,1,0,0,
14861077,Home in Bangkok · ★4.93 · 1 bedroom · 1 bed · 1 bath,46749847,Nitaya,,Yan na wa,13.67762,100.53576,Private room,997,2,305,2023-12-21,3.51,4,351,38,
15411731,Condo in Bangkok · 1 bedroom · 1 bed · 1 bath,4330657,Panadda,,Bang Sue,13.8055,100.52264,Private room,,10,2,2023-03-18,0.17,1,0,2,
14861307,Rental unit in Bangkok · ★4.46 · 1 bedroom · 1 private bath,82617297,Patt,,Bang Sue,13.80703,100.52771,Private room,800,3,13,2023-10-16,0.15,1,263,2,
14867409,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,93085810,Veerapat,,Din Daeng,13.7833,100.57215,Private room,1500,2,0,,,1,0,0,
15108325,Condo in Bangkok · 1 bedroom · 1 bed · 1.5 baths,21755202,YuinSiang,,Huai Khwang,13.76786,100.57956,Entire home/apt,1200,1,0,,,1,0,0,
15413466,Condo in Bangkok · ★4.71 · 1 bedroom · 1 bed · 1 private bath,65346209,Nontayot,,Chatu Chak,13.83155,100.54166,Private room,782,300,7,2017-11-05,0.08,1,364,0,
15108872,Bed and breakfast in Bangkok · ★4.92 · 1 bedroom · 1 bed · 1.5 baths,21894271,Sirichan 'S Family,,Thon buri,13.72469,100.48476,Private room,2000,1,24,2023-09-05,0.28,7,289,4,
15108888,Bed and breakfast in Bangkok · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,21894271,Sirichan 'S Family,,Thon buri,13.72458,100.48617,Private room,2700,1,5,2023-04-07,0.06,7,291,1,
14879023,Condo in Bangkok · ★4.50 · 1 bedroom · 1 bed · 1 bath,46975426,Chanamas,,Chatu Chak,13.83424,100.57088,Entire home/apt,1385,7,6,2023-09-29,0.07,2,228,1,
14888405,"Rental unit in Bangkok, Krung Thep Maha Nakhon, TH · ★3.33 · 1 bedroom · 1 bed · 1 bath",93396189,Victor,,Din Daeng,13.78102,100.57259,Private room,850,1,3,2018-04-24,0.03,1,0,0,
15414636,Condo in Bangkok · ★4.70 · 1 bedroom · 1 bed · 1 private bath,40491746,Monalisa,,Vadhana,13.74219,100.55729,Private room,1428,14,27,2022-08-26,0.31,5,330,0,
14894147,Rental unit in อำเภอ บางกะปิ · 1 bedroom · 1 bed · 1 private bath,93461649,Benzie,,Bang Kapi,13.74888,100.6064,Private room,10000,15,1,2017-12-21,0.01,1,0,0,
15414691,"Condo in Khwaeng Bang Chak, Prakhanong · ★4.86 · 1 bedroom · 1 bed · 1 private bath",44743939,Hongyok,,Phra Khanong,13.68452,100.61389,Private room,,2,164,2020-04-04,1.89,1,0,0,
14902154,Townhouse in Bangkok · 1 bedroom · 1 bed · 1 bath,7860990,Petz,,Vadhana,13.725,100.57956,Private room,1000,30,2,2017-02-26,0.02,2,178,0,
14903399,Guesthouse in Bangkok · 1 bedroom · 16 beds · 8 baths,92902989,Thaksin,,Vadhana,13.72216,100.58236,Private room,850,1,0,,,1,0,0,
15116691,Hostel in Bangkok · 1 bedroom · 8 beds · 6 shared baths,40695778,Tevit,,Bang Rak,13.73244,100.5203,Shared room,350,1,0,,,5,365,0,
15117241,Rental unit in Bangkok · ★4.74 · 1 bedroom · 1 bed · 1 bath,7511122,Kub (Ratha),,Din Daeng,13.76919,100.56898,Entire home/apt,1000,1,31,2023-12-21,0.37,1,334,11,
15117513,Hostel in Bangkok · 1 bedroom · 14 beds · 6 shared baths,40695778,Tevit,,Bang Rak,13.73412,100.52001,Shared room,350,1,2,2017-12-27,0.02,5,365,0,
15420485,Condo in Bangkok · ★4.97 · 1 bedroom · 1 bed · 1 bath,19420556,Patt,,Khlong Toei,13.72253,100.56742,Entire home/apt,1286,21,35,2023-10-10,0.41,2,89,6,
15118666,Hostel in Bangkok · 1 bedroom · 4 beds · 1 private bath,40695778,Tevit,,Bang Rak,13.73258,100.51817,Private room,1280,1,2,2017-12-10,0.03,5,358,0,
15119037,Hostel in Bangkok · ★5.0 · 1 bedroom · 1 bed · 1 private bath,40695778,Tevit,,Bang Rak,13.7336,100.51839,Private room,900,1,3,2020-02-24,0.04,5,358,0,
15119249,Hostel in Bangkok · 1 bedroom · 1 bed · 1 private bath,40695778,Tevit,,Bang Rak,13.73238,100.51822,Private room,1190,1,0,,,5,358,0,
14908229,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,92916048,Mick,,Bang Sue,13.83028,100.53169,Entire home/apt,750,1,2,2016-10-29,0.02,1,0,0,
15424391,Bed and breakfast in Bangkok · 5 bedrooms · 1 bed · 1 bath,98862993,Charuayporn,,Khlong Toei,13.70633,100.59792,Private room,2200,1,0,,,5,0,0,
14916925,Rental unit in Saimai District · 1 bedroom · 1 bed · 1 private bath,26575230,K.,,Sai Mai,13.889056938156576,100.6137590339169,Private room,450,1,0,,,11,365,0,
14923497,Townhouse in Bangkok · ★4.71 · 6 bedrooms · 16 beds · 3.5 baths,19266319,Alex,,Vadhana,13.73267,100.59593,Entire home/apt,3900,2,14,2019-07-16,0.16,37,349,0,
15134115,Rental unit in Bangkok · 1 bedroom · 1 bed · 2 baths,95959689,Risa,,Khlong Toei,13.71547,100.58528,Private room,60000,30,0,,,1,0,0,
15134622,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,8102534,โกมลเรสซิเดนซ์,,Bang Phlat,13.78598,100.47224,Private room,850,1,0,,,2,363,0,
15424441,Rental unit in Bang Na · ★4.17 · 1 bedroom · 1 bed · 1 bath,108793,Eddie,,Bang Na,13.66482,100.60375,Entire home/apt,550,30,6,2023-01-12,0.08,4,233,1,
15425496,Bed and breakfast in Bangkok · 1 bedroom · 1 bed · 1 bath,98862993,Charuayporn,,Khlong Toei,13.70646,100.5981,Private room,2200,1,0,,,5,0,0,
15137356,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,45374552,Pashmina,,Huai Khwang,13.7441,100.58593,Entire home/apt,1384,30,0,,,3,364,0,
14926266,Townhouse in Huamark · ★4.90 · 3 bedrooms · 7 beds · 3 baths,63090748,Tevarit,,Bang Kapi,13.77104,100.6647,Entire home/apt,2307,2,29,2023-04-22,0.34,1,345,2,
14927725,Serviced apartment in Bangkok · ★4.56 · 1 bedroom · 1 bed · 1 bath,15214203,Bee,,Sathon,13.71961,100.5486,Entire home/apt,1829,1,9,2023-12-10,0.11,28,302,1,
15425578,Rental unit in Bangkok · ★4.80 · 1 bedroom · 2 beds · 1 bath,65096613,Good Service,,Ratchathewi,13.74994,100.555,Entire home/apt,17185,7,88,2023-08-12,1.01,5,53,6,
15426148,Bed and breakfast in Bangkok · 1 bedroom · 1 bed · 1 bath,98862993,Charuayporn,,Khlong Toei,13.70645,100.5976,Private room,1717,1,0,,,5,0,0,
15426277,Bed and breakfast in Bangkok · 1 bedroom · 1 bed · 1 bath,98862993,Charuayporn,,Khlong Toei,13.70832,100.59918,Private room,2200,1,0,,,5,0,0,
15137419,Hostel in Bangkok · 1 bedroom · 1 bed · 2 shared baths,95379198,Peeraya,,Khlong Toei,13.70772,100.5979,Private room,800,1,0,,,7,0,0,
15426876,Bed and breakfast in Bangkok · 1 bedroom · 1 bed · 1 bath,98862993,Charuayporn,,Khlong Toei,13.70867,100.59886,Private room,2202,1,0,,,5,0,0,
15427910,Place to stay in Bangkok · 1 bedroom · 1 bed · 1 private bath,98892905,Tanachai,,Phra Khanong,13.68404,100.60326,Private room,999,5,0,,,1,0,0,
14940933,Home in Bangkok · ★4.67 · 1 bedroom · 2 beds · 1.5 baths,93992515,Tharvadee,,Phasi Charoen,13.74049,100.45966,Private room,950,7,6,2023-04-07,0.08,1,350,1,
14941205,Condo in Bangkok · 1 bedroom · 1 bed · 1 bath,47181155,Olympian,,Lat Krabang,13.72237,100.78412,Private room,1539,1,0,,,1,0,0,
15432674,Home in Bangkok · ★4.79 · 1 bedroom · 1 bed · 1 private bath,21306346,"Jam,",,Phra Nakhon,13.75495,100.49922,Private room,1963,1,19,2023-10-25,0.22,5,357,4,
14951121,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,52747195,Minho,,Huai Khwang,13.75532,100.58011,Entire home/apt,1500,30,0,,,3,361,0,
14952460,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,35868862,Chana,,Yan na wa,13.68917,100.54816,Private room,1489,1,0,,,1,90,0,
15149719,Guest suite in Bangkok · 3 bedrooms · 3 beds · 2 baths,96098896,Pincha,,Bang Kho laen,13.70088,100.49805,Private room,4500,3,0,,,1,0,0,
15149968,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,96101415,Kamala,,Bang Kapi,13.76083,100.63998,Private room,800,3,0,,,1,0,0,
15432951,Home in Bangkok · ★4.96 · 1 bedroom · 3 beds · 1 shared bath,21306346,"Jam,",,Phra Nakhon,13.75508,100.49927,Private room,2300,1,23,2023-05-29,0.27,5,335,6,
15437053,Townhouse in Bangkok · 1 bedroom · 1 bed · 2 baths,98987918,Nichakan,,Saphan Sung,13.7832,100.70797,Private room,3000,1,0,,,1,0,0,
15157366,Rental unit in Bangkok · 1 bedroom · 2 beds · 1 bath,96160755,Chayapol,,Chatu Chak,13.79809,100.56258,Private room,1500,1,0,,,1,0,0,
15166902,Townhouse in Bangkok · ★4.95 · Studio · 2 beds · 2 baths,8123510,Tatiya,,Chatu Chak,13.81114,100.57355,Private room,1060,2,151,2023-11-30,1.75,9,354,23,
14953936,Rental unit in Thailand · 1 bedroom · 1 bed · 1 private bath,93638966,Pitcha,,Bang Na,13.65491,100.64566,Private room,1150,2,1,2017-08-07,0.01,1,0,0,
15437187,Home in Bowon Niwet · ★4.71 · 1 bedroom · 1 bed · 0 baths,21306346,"Jam,",,Phra Nakhon,13.75651,100.49993,Private room,1300,1,17,2023-09-23,0.20,5,359,4,
15437591,Boutique hotel in Bangkok · 1 bedroom · 1 bed · 1 bath,92550794,Ratchavipa,,Chatu Chak,13.83087,100.56042,Private room,850,1,0,,,3,0,0,
15438110,Condo in 473 On Nut 10 Alley Suan Luang · ★4.75 · Studio · 2 beds · 1 bath,98998425,Olga,,Suanluang,13.70849733247136,100.60791914806155,Entire home/apt,610,3,202,2023-11-06,2.32,1,47,10,
14954447,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,94122642,Paul.Bkk,,Bang Khae,13.7098,100.38339,Entire home/apt,351,30,1,2019-03-15,0.02,2,302,0,
15454198,Condo in Klongteoy · ★4.84 · 1 bedroom · 1 bed · 1 bath,40262107,Patty,,Khlong Toei,13.72445,100.57557,Entire home/apt,1400,5,98,2023-12-12,1.20,39,45,14,
15454978,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,98977523,Thada,,Chatu Chak,13.80241,100.57161,Entire home/apt,1200,1,1,2019-01-01,0.02,1,0,0,
14954816,Guesthouse in Khet Phra Nakhon · 1 bedroom · 1 bed · 2 shared baths,94139735,Suppawat,,Phra Nakhon,13.76259,100.4997,Shared room,595,1,0,,,5,0,0,
14955200,Townhouse in Khet Phra Nakhon · ★4.0 · 1 bedroom · 1 bed · 2 shared baths,94139735,Suppawat,,Phra Nakhon,13.763241,100.500816,Private room,640,1,5,2022-09-05,0.07,5,0,0,
14955248,Townhouse in Khet Phra Nakhon · ★4.43 · 1 bedroom · 1 bed · 2 shared baths,94139735,Suppawat,,Phra Nakhon,13.76324,100.50082,Private room,594,1,23,2020-03-06,0.26,5,0,0,
15168644,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,96260895,Noonthecube,,Lak Si,13.89264,100.57118,Private room,1200,30,0,,,1,0,0,
15170102,Condo in Bangkok · ★4.87 · 1 bedroom · 1 bed · 1.5 baths,60324618,Nutjaree,,Bang Rak,13.72022,100.51684,Entire home/apt,1800,30,15,2023-04-06,0.17,2,215,2,
15192641,Condo in Watthana · 1 bedroom · 1 bed · 1 bath,96128335,Kritnarong,,Vadhana,13.73128,100.5753,Private room,2000,7,1,2019-01-08,0.02,1,0,0,
15455135,Condo in Bangkok · 1 bedroom · 1 bed · 1 bath,99151459,Aeya,,Bang Na,13.67919,100.60725,Private room,1000,1,0,,,1,0,0,
15196170,Rental unit in Bangkok · ★4.79 · 1 bedroom · 2 beds · 1 bath,96493943,Rudklao,,Chatu Chak,13.82581,100.56424,Entire home/apt,,2,38,2022-07-27,0.44,4,0,0,
15197071,Rental unit in Bangkok · 3 bedrooms · 6 beds · 3 baths,77036679,Philippe,,Vadhana,13.72806,100.58579,Entire home/apt,6000,3,1,2019-01-02,0.02,2,207,0,
14990250,Rental unit in Bangkok · 1 bedroom · 2 beds · 1 bath,94495509,Wipa,,Din Daeng,13.76147,100.56584,Private room,1400,1,0,,,1,0,0,
15464031,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,55991893,Pai,,Lat Krabang,13.72134,100.7212,Private room,600,1,1,2016-12-10,0.01,2,268,0,
15472786,Guesthouse in Bangkok · ★5.0 · 2 bedrooms · 5 beds · 2 baths,822284,Rae And Charlie,,Bang Sue,13.83081,100.52238,Entire home/apt,2000,3,10,2019-08-14,0.13,8,153,0,
15480489,Rental unit in Bangkok · ★4.38 · 1 bedroom · 1 bed · 1 bath,12767903,Kai,,Huai Khwang,13.79793,100.57597,Entire home/apt,1700,2,53,2023-10-29,0.61,2,355,5,
14997313,Condo in Bangkok · 1 bedroom · 1 bed · 1 bath,94457589,Patcharaporn,,Vadhana,13.74293,100.58268,Private room,2000,1,0,,,1,0,0,
15002933,Townhouse in Bangkok · 3 bedrooms · 4 beds · 3 baths,5344120,Nattavut,,Chatu Chak,13.83761,100.58079,Entire home/apt,5990,1,1,2016-11-06,0.01,4,364,0,
15208923,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,6610171,Artakorn,,Vadhana,13.74077,100.55947,Private room,2093,3,0,,,1,0,0,
15209237,Condo in Khet Lat Krabang · ★4.78 · 1 bedroom · 1 bed · 1 bath,31170797,Sompit,,Lat Krabang,13.73921,100.71728,Private room,520,1,9,2018-03-13,0.11,1,365,0,
15485526,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,99429874,Kennie,,Taling Chan,13.78416,100.46102,Private room,1900,1,0,,,1,0,0,
15215656,Rental unit in Bangkok · ★4.88 · 2 bedrooms · 2 beds · 1 bath,38512654,Pattana,,Bang Kapi,13.74921,100.61122,Entire home/apt,1400,2,25,2023-12-21,0.29,1,73,5,
15219334,Condo in Bangkok · ★4.55 · 1 bedroom · 2 beds · 1 bath,38835761,Nhan,,Vadhana,13.73604,100.5642,Entire home/apt,1106,28,56,2023-08-14,0.65,1,32,5,
15010841,Condo in Bangkok · ★4.64 · 1 bedroom · 1 bed · 1 bath,94728964,Be,,Khlong Toei,13.72704,100.56272,Entire home/apt,2200,3,95,2023-11-27,1.07,1,351,13,
15487165,Condo in Bangkok · 2 bedrooms · 2 beds · 1 bath,99447518,Kamala,,Phasi Charoen,13.72282,100.45841,Entire home/apt,3000,1,0,,,1,0,0,
15011050,Condo in Bangkok · ★4.84 · 1 bedroom · 1 bed · 1 bath,50300367,Thanun,,Ratchathewi,13.75392,100.53326,Entire home/apt,10000,30,49,2017-04-21,0.55,1,0,0,
15011460,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,94734503,Prinda,,Chatu Chak,13.81415,100.5679,Private room,850,1,1,2017-11-12,0.01,1,0,0,
15225893,Rental unit in Bangkok · ★4.64 · 3 bedrooms · 3 beds · 3 baths,96305665,Bangkok Betty,,Vadhana,13.72467,100.57991,Entire home/apt,4500,20,92,2023-04-12,1.06,1,73,1,
15227952,Rental unit in Bangkok · 1 bedroom · 1 bed · 2 baths,56648978,Kingpai,,Ratchathewi,13.75678,100.53701,Entire home/apt,2000,1,0,,,1,0,0,
15489079,Rental unit in Bangkok · ★4.67 · 2 bedrooms · 2 beds · 2 shared baths,30521100,Prao,,Phaya Thai,13.78274,100.542,Private room,930,30,3,2023-05-10,0.04,3,320,1,
15228207,Condo in Bangkok · ★4.76 · Studio · 1 bed · 1 bath,92983236,Maoh Maoh,,Bang Na,13.66658,100.6031,Entire home/apt,1000,30,49,2023-11-04,0.58,4,9,5,
15492784,Condo in Khet Phra Khanong · ★4.83 · 1 bedroom · 1 bed · 1 private bath,71954400,Mo,,Phra Khanong,13.691764128236304,100.61408803201599,Private room,690,5,18,2023-12-11,1.91,1,108,18,
15239870,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,86416737,Kazuto,,Phra Khanong,13.70049,100.60581,Private room,762,1,1,2017-08-26,0.01,1,0,0,
15011636,Condo in Bangkok · 2 bedrooms · 2 beds · 2 baths,1655819,Apichai,,Vadhana,13.72585,100.5781,Entire home/apt,3000,30,0,,,1,85,0,
15500431,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,5469970,Yair,,Suanluang,13.72133,100.61755,Private room,999,10,0,,,12,365,0,
15240811,Condo in Bangkok · 1 bedroom · 1 bed · 1.5 baths,53110890,Beau,,Phasi Charoen,13.73006,100.45413,Private room,850,2,1,2016-12-29,0.01,1,0,0,
15500820,Rental unit in Bangkok · ★4.25 · 1 bedroom · 1 bed · 1 bath,5469970,Yair,,Suanluang,13.72012,100.61561,Private room,998,10,4,2023-11-18,0.07,12,362,2,
15502631,Rental unit in Khet Watthana · ★4.79 · 3 bedrooms · 3 beds · 4 baths,71247753,Baansawasdee,,Vadhana,13.74079813480632,100.5664393082945,Entire home/apt,6857,2,52,2023-08-19,0.61,5,358,10,
15506652,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,92596736,Jazzy,,Vadhana,13.71177,100.60095,Entire home/apt,1171,3,0,,,1,361,0,
15241184,Townhouse in Bangkok · ★4.84 · 4 bedrooms · 4 beds · 2.5 baths,24147370,Anupong,,Khlong Toei,13.708909363397048,100.59465158524087,Entire home/apt,3422,2,287,2023-12-20,3.38,5,146,44,
15249985,Rental unit in Bangkok · ★4.74 · 1 bedroom · 1 bed · 1 bath,41598889,Anucha,,Suanluang,13.71211,100.60309,Entire home/apt,814,3,42,2022-08-06,0.49,6,316,0,
15012276,Rental unit in Khet Khlong Toei · 1 bedroom · 1 bed · 1 bath,29358453,Filipe,,Khlong Toei,13.7158779,100.5862975,Entire home/apt,725,20,0,,,1,46,0,
15012641,Condo in Bangkok · 1 bedroom · 1 bed · 1 bath,56422121,Rewadee,,Huai Khwang,13.74435,100.5887,Entire home/apt,1057,90,0,,,1,0,0,
15510972,Condo in Bangkok · ★5.0 · 2 bedrooms · 2 beds · 2 baths,7009055,Hermann,,Parthum Wan,13.74012,100.5407,Entire home/apt,,3,56,2019-02-24,0.68,1,0,0,
15016885,Home in Bangkok · 2 bedrooms · 1 bed · 1 bath,94781200,Atapon,,Pom Prap Sattru Phai,13.74636,100.50544,Entire home/apt,3498,1,1,2016-09-15,0.01,1,0,0,
15258379,Rental unit in Khet Pathum Wan · ★4.40 · 3 bedrooms · 3 beds · 3 baths,20198423,Mehnaz,,Vadhana,13.74311,100.55085,Entire home/apt,5127,3,92,2023-11-13,1.28,1,326,16,
15524011,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,99802831,Mr.Yodsapon,,Suanluang,13.72279,100.63912,Private room,690,2,0,,,1,0,0,
15268753,Rental unit in Bangkok · 1 bedroom · 1 bed · 1 bath,33369408,Petch,,Wang Thong Lang,13.78546,100.61158,Entire home/apt,5000,7,0,,,1,89,0,
15274064,Bed and breakfast in Bangkok · 1 bedroom · 1 bed · 1.5 baths,4267552,Amonthep,,Phra Nakhon,13.76591,100.4975,Hotel room,7500,1,1,2018-01-11,0.01,2,0,0,
