id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
41937968,Rental unit in Khet Sathon · 1 bedroom · 2 beds · 1 bath,54574474,Jirakorn-Nattakan,,Yan na wa,13.71767,100.5503,Private room,1732,1,0,,,2,259,0,
41940641,Townhouse in เขต ประเวศ · 2 bedrooms · 2 beds · 2 baths,73452483,Pusdee,,Pra Wet,13.67449,100.64947,Entire home/apt,600,30,0,,,2,358,0,
41620295,Home in Lak Si · 1 bedroom · 1 bath,328194670,Wiwat,,Lak Si,13.854,100.55238,Private room,1050,2,0,,,2,0,0,
41942033,Townhouse in Khet Bang Kapi · 1 bedroom · 1 bed · 1 shared bath,331858083,กิตติศักดิ์,,Bang Kapi,13.75464,100.65422,Private room,2000,1,0,,,1,179,0,
41943016,Condo in Khet Chatuchak · 1 bedroom · 1 bed · 1 private bath,331838510,ธงชัย,,Chatu Chak,13.79752,100.56311,Private room,1000,7,0,,,1,0,0,
41943569,Condo in Phasi Charoen · ★4.43 · 1 bedroom · 1 bed · 1 bath,331721083,Daojai,,Phasi Charoen,13.73998,100.44746,Entire home/apt,650,1,7,2023-12-14,0.15,1,83,2,
41944795,Condo in Khet Yan Nawa · ★4.50 · 2 bedrooms · 2 beds · 1.5 baths,132473239,Amb Ville,,Yan na wa,13.70294,100.53761,Entire home/apt,1490,1,32,2023-11-30,0.69,24,358,7,
41782603,Condo in กรุงเทพมหานคร · 1 bedroom · 1.5 baths,330060685,Paprapron,,Bang Kapi,13.74565,100.60997,Private room,1000,1,0,,,2,179,0,
41783094,Condo in Khet Khlong Toei · 2 bedrooms · 4 beds · 2 baths,231239852,Aimy,,Khlong Toei,13.72178,100.57781,Entire home/apt,2500,30,2,2020-09-23,0.04,24,174,0,
41788213,Townhouse in Bangkok · ★4.92 · 6 bedrooms · 10 beds · 6 baths,19266319,Alex,,Phra Khanong,13.69704,100.60592,Entire home/apt,4350,2,53,2023-12-11,1.13,37,321,31,
41790385,Guesthouse in Khet Ratchathewi · 1 bedroom · 4 beds · 3 shared baths,329631526,Watanapun,,Ratchathewi,13.76132,100.54163,Private room,1200,2,0,,,2,365,0,
41792154,Condo in Khet Bang Kapi · ★4.75 · 1 bedroom · 1 bed · 1 bath,50249700,Nott,,Bang Kapi,13.76107,100.64,Entire home/apt,920,1,16,2023-12-05,1.12,3,340,14,
41805052,Loft in Bangkok · ★4.64 · 2 bedrooms · 1 bath,6598548,Amornsukh,,Vadhana,13.74449,100.55115,Entire home/apt,1800,30,11,2023-09-28,0.25,24,332,4,
41622747,Hotel in Khet Khlong San · 1 bedroom · 1 bed · 1 private bath,327258386,สมศักดิ์,,Khlong San,13.71182,100.50414,Private room,700,1,0,,,15,365,0,
41947252,Condo in Khet Yan Nawa · ★4.33 · 2 bedrooms · 2 beds · 1 bath,132473239,Amb Ville,,Yan na wa,13.70099,100.53383,Entire home/apt,1490,1,18,2023-09-26,0.38,24,353,4,
41623113,Rental unit in Khet Sathon · Studio · 3 beds · 1 bath,162537040,Songnya,,Sathon,13.71195,100.52055,Entire home/apt,650,1000,2,2020-03-08,0.04,12,179,0,
41807042,Condo in เขตบางเขน · Studio · 1 private bath,217963819,Apple Apinya,,Bang Khen,13.88463,100.59302,Private room,600,2,0,,,1,364,0,
41623820,Hostel in Khet Pom Prap Sattru Phai · 1 bedroom · 2 beds · 1 bath,38903468,Tina,,Pom Prap Sattru Phai,13.75606,100.50717,Private room,1200,1,1,2022-08-11,0.06,1,365,0,
41813495,Condo in Khet Suan Luang · 1 bedroom · 1 bath,330391508,Kevarin,,Suanluang,13.72641,100.64073,Entire home/apt,1200,1,0,,,1,0,0,
41947391,Condo in Khet Ratchathewi · 1 bedroom · 1 bath,121824484,Pachara,,Ratchathewi,13.75158,100.53432,Entire home/apt,1978,30,1,2020-02-11,0.02,1,0,0,
41967175,Condo in Bangkok · ★4.97 · 1 bedroom · 2 beds · 1 private bath,42010368,Wipada,,Phra Khanong,13.69039,100.61318,Private room,1000,1,32,2023-12-15,1.17,2,317,20,
41967873,Hostel in Khet Lat Krabang · 1 bedroom · 4 beds · 7 shared baths,249764823,Somsak,,Lat Krabang,13.7568,100.75046,Shared room,400,1,1,2022-12-10,0.08,6,167,0,
41624228,Hotel in Khet Khlong San · 1 bedroom · 1 bed · 1 bath,327258386,สมศักดิ์,,Khlong San,13.712,100.50401,Private room,700,1,0,,,15,328,0,
41968306,Condo in Khet Watthana · ★4.84 · 1 bedroom · 1 bed · 1.5 baths,330587106,Praveen,,Vadhana,13.73284,100.57875,Entire home/apt,1215,2,43,2023-12-22,0.91,2,57,16,
41815233,Guesthouse in Khet Ratchathewi · 1 bedroom · 5 beds · 1 shared bath,329631526,Watanapun,,Ratchathewi,13.76292,100.53969,Private room,1500,2,0,,,2,360,0,
41624531,Townhouse in Lat Krabang · 2 bedrooms · 2 beds · 1 private bath,53538193,Jira,,Pra Wet,13.72236,100.70758,Private room,1350,1,1,2023-08-24,0.24,3,350,1,
41625484,Townhouse in Bangkok · 2 bedrooms · 3 beds · 2 baths,25339764,Kate,,Vadhana,13.73534,100.58626,Entire home/apt,2571,2,0,,,1,176,0,
41817517,"Hostel in Bangjak ,Pra Khanong  · 1 bedroom · 4 shared baths",329581471,Ñäñçÿ,,Phra Khanong,13.68991,100.61816,Shared room,305,365,0,,,2,365,0,
41626409,Hotel in Khet Khlong San · 1 bedroom · 1 bed · 1 bath,327258386,สมศักดิ์,,Khlong San,13.7133,100.5055,Private room,700,1,0,,,15,365,0,
41628922,Townhouse in Bangkok · ★4.82 · 2 bedrooms · 3 beds · 1 bath,123828822,Sara,,Sathon,13.72017,100.53082,Entire home/apt,2714,4,55,2023-11-24,1.15,29,211,28,
41825347,Condo in Khet Huai Khwang · ★4.14 · 1 bedroom · 1 bed · 1 shared bath,67869391,Naey,,Huai Khwang,13.7519,100.57423,Private room,860,1,7,2023-12-22,0.15,1,83,5,
41987390,Condo in Khet Bang Na · ★4.67 · 1 bedroom · 2 beds · 1 bath,91034741,Hiroyuki,,Bang Na,13.6705,100.60589,Entire home/apt,693,21,3,2023-08-23,0.28,1,358,3,
41987545,Rental unit in Khet Ratchathewi · ★4.33 · Studio · 1 bed · 1 private bath,295098599,Dusit,,Ratchathewi,13.75191,100.53233,Private room,1500,1,3,2023-09-11,0.06,2,178,1,
41633822,Condo in Bangkok · ★4.80 · 1 bedroom · 1 bed · 1 bath,18123364,Jib,,Bang Sue,13.82279,100.53365,Entire home/apt,888,19,5,2023-08-25,0.20,2,239,3,
41634746,Condo in Khet Bang Phlat · ★4.67 · 1 bedroom · 1 bed · 1 bath,151070083,Smile,,Bang Phlat,13.80048,100.50865,Entire home/apt,583,30,6,2023-11-14,0.27,4,180,4,
41987717,Rental unit in Khet Bang Na · 1 bedroom · 1 bath,314953268,Narunya,,Bang Na,13.66601,100.6041,Private room,1500,3,0,,,1,90,0,
41828432,Condo in กรุงเทพมหานคร · 2 bedrooms · 1 bed · 1 bath,246562668,Taxdanai,,Din Daeng,13.78576,100.57096,Entire home/apt,1198,90,0,,,1,89,0,
41634928,Condo in Bangkok · 2 bedrooms · 2 beds · 1 bath,328405715,Knoophee,,Phra Khanong,13.7023,100.59909,Entire home/apt,1315,30,0,,,1,179,0,
41841752,Rental unit in แขวง คลองตันเหนือ เขตวัฒนา  10110 · ★4.58 · 3 bedrooms · 4 beds · 3.5 baths,222000961,Ning,,Vadhana,13.73746,100.58202,Entire home/apt,7400,2,19,2023-05-31,0.48,6,316,5,
41842576,Home in แขวง คลองตันเหนือ เขตวัฒนา  10110 · ★5.0 · 11 bedrooms · 8 beds · 12.5 baths,222000961,Ning,,Vadhana,13.73746,100.58202,Entire home/apt,28000,3,4,2023-10-23,0.19,6,297,2,
41844353,Condo in Khet Watthana · 1 bedroom · 1 bath,273716848,Man,,Vadhana,13.71108,100.60186,Entire home/apt,1700,2,0,,,1,181,0,
41846194,Condo in Khet Huai Khwang · 1 bedroom · 1 bed · 1 bath,330586055,Patamaporn,,Huai Khwang,13.75207,100.58895,Entire home/apt,3000,1,0,,,1,365,0,
41988212,Home in Khet Pathum Wan · 1 bedroom · 1 bath,309657491,Serg,,Parthum Wan,13.73389,100.52679,Entire home/apt,2500,1,0,,,1,0,0,
41988296,Rental unit in Khet Huai Khwang · 1 bedroom · 1 bed · 1 bath,327365883,Jane,,Ratchathewi,13.75505,100.56369,Entire home/apt,1500,360,2,2020-03-23,0.04,5,364,0,
41988672,Condo in Khet Watthana · ★5.0 · 1 bedroom · 1 bed · 1 bath,31369701,Lily,,Vadhana,13.72992,100.59266,Entire home/apt,661,180,4,2021-01-04,0.09,1,113,0,
41992899,Condo in Khet Yan Nawa · ★4.58 · 1 bedroom · 1 bed · 1 bath,132473239,Amb Ville,,Yan na wa,13.69946,100.53314,Entire home/apt,1390,1,19,2023-03-27,0.41,24,336,5,
41638478,Hostel in Khet Bang Rak · 1 bedroom · 8 beds · 4.5 shared baths,327319388,Pitchayakorn,,Bang Rak,13.72796,100.52725,Shared room,500,1,0,,,8,0,0,
41994158,Condo in Khet Yan Nawa · ★4.38 · 1 bedroom · 2 beds · 1 bath,132473239,Amb Ville,,Yan na wa,13.69923,100.53484,Entire home/apt,1390,1,34,2023-07-18,0.73,24,335,8,
41846760,Condo in Khet Huai Khwang · 1 bedroom · 1 bed · 1 bath,329950956,Poopae,,Huai Khwang,13.75215,100.5907,Entire home/apt,3250,1,0,,,1,365,0,
41640577,Condo in Khet Phra Khanong · ★4.44 · 1 bedroom · 1 bath,306704320,Kangaroo,,Phra Khanong,13.70463,100.60429,Entire home/apt,999,3,9,2023-08-14,0.40,20,91,1,
41649657,Rental unit in Khet Huai Khwang · 1 bedroom · 1 bath,29769376,Bird,,Huai Khwang,13.79218,100.57484,Entire home/apt,1256,1,1,2022-06-13,0.05,12,90,0,
41851165,Condo in 曼谷 · 2 bedrooms · 2 beds · 3 baths,76077432,Amy,,Bang Phlat,13.79941,100.50614,Entire home/apt,,30,0,,,11,0,0,
41998403,Condo in Khet Yan Nawa · ★4.79 · 1 bedroom · 2 beds · 1 bath,132473239,Amb Ville,,Yan na wa,13.70058,100.53299,Entire home/apt,1390,1,14,2023-08-17,0.30,24,151,3,
41654555,Serviced apartment in Khet Watthana · 1 bedroom · 1 private bath,328656645,Tikk,,Vadhana,13.72041,100.59812,Private room,9000,31,0,,,1,0,0,
42005056,Condo in Khet Khlong Toei · ★5.0 · 1 bedroom · 3 beds · 1 bath,234323779,Patty,,Khlong Toei,13.71441,100.58705,Entire home/apt,1114,5,11,2023-12-04,0.23,6,217,6,
41864548,Serviced apartment in เขตบางรัก · ★4.69 · 2 bedrooms · 2 beds · 2 baths,329485772,Pk,,Bang Rak,13.72305,100.52886,Private room,4700,1,16,2023-11-14,0.83,5,91,5,
41656124,Condo in Khet Huai Khwang · ★4.75 · 2 bedrooms · 2 beds · 2 baths,328685904,Jipatha,,Huai Khwang,13.78155,100.57483,Entire home/apt,1529,4,8,2023-11-04,0.49,1,123,6,
41868305,Rental unit in Khet Huai Khwang · 4 bedrooms · 12 beds · 4 baths,26736483,K,,Huai Khwang,13.79075,100.58009,Entire home/apt,4888,1,2,2020-02-29,0.04,90,354,0,
42022786,Serviced apartment in เขตวัฒนา · ★4.67 · 4 bedrooms · 4 beds · 4.5 baths,105838235,Zenithar,,Vadhana,13.71406,100.5993,Entire home/apt,24452,3,3,2022-04-10,0.06,1,365,0,
42024546,Condo in Khet Yan Nawa · 1 bedroom · 1 bed · 1 bath,333052698,Palakorn,,Yan na wa,13.7012,100.53881,Entire home/apt,9128,1,1,2023-03-08,0.10,3,180,1,
42024723,Hotel in Khet Huai Khwang · 1 bedroom · 1 bed · 1 bath,333052290,Narongrith,,Huai Khwang,13.78812,100.58456,Private room,2600,1,0,,,1,0,0,
41657080,Condo in Khlong Toei · ★5.0 · Studio · 1.5 baths,297309082,Tatanthon,,Phra Khanong,13.69717,100.60588,Entire home/apt,679,30,6,2023-11-06,0.48,1,59,5,
42025028,Condo in Khet Yan Nawa · 1 bedroom · 1 bed · 1 bath,333058141,Kung,,Yan na wa,13.70287,100.53762,Entire home/apt,1599,1,0,,,1,0,0,
42026358,Townhouse in Khet Khlong Toei · ★4.33 · 3 bedrooms · 3 baths,276418453,G Living,,Khlong Toei,13.72391,100.56309,Entire home/apt,4250,2,12,2023-03-05,0.25,33,343,3,
41870589,Hostel in Bangrak · 1 bedroom · 1 bed · 1 private bath,327319388,Pitchayakorn,,Bang Rak,13.72925,100.53103,Private room,4000,1,0,,,8,0,0,
41657650,Condo in Krung Thep Maha Nakhon · 1 bedroom · 1 bath,48077104,Varinda,,Bang Rak,13.72335,100.52775,Entire home/apt,4607,2,0,,,1,0,0,
41870895,Hostel in Bangrak · 1 bedroom · 1 bed · 1 private bath,327319388,Pitchayakorn,,Bang Rak,13.73077,100.53117,Private room,4000,1,0,,,8,0,0,
41870897,Serviced apartment in Khet Din Daeng · 1 bedroom · 1 bed · 1 private bath,330608179,Mr.Pranon,,Din Daeng,13.76462,100.56393,Private room,1200,1,0,,,1,88,0,
42027488,Rental unit in Khet Huai Khwang · 1 bedroom · 2 beds · 1 bath,187780299,Man Ping,,Huai Khwang,13.77349,100.57887,Entire home/apt,588,2,0,,,2,331,0,
41658450,Rental unit in Khet Pathum Wan · ★4.72 · 3 bedrooms · 5 beds · 3 baths,49539775,Max,,Vadhana,13.74502,100.55059,Entire home/apt,8000,2,45,2023-12-14,0.94,96,0,37,
41658634,Hostel in Khet Don Mueang · ★4.86 · 1 bedroom · 4 beds · 1 private bath,4895420,Chutiroj,,Don Mueang,13.9037,100.58798,Private room,1000,1,20,2023-08-04,1.04,2,1,16,
42027933,Serviced apartment in Khet Pathum Wan · ★4.25 · 1 bedroom · 1 bed · 1 bath,333053080,Siwaporn,,Parthum Wan,13.74363,100.54542,Entire home/apt,9828,1,16,2023-12-11,0.34,2,180,2,
41871021,Hostel in Khet Bang Rak · 1 bedroom · 3 beds · 1 shared bath,327319388,Pitchayakorn,,Bang Rak,13.72938,100.52583,Private room,5000,1,0,,,8,0,0,
41871116,Hostel in Bangrak · 1 bedroom · 2 beds · 4.5 shared baths,327319388,Pitchayakorn,,Bang Rak,13.72889,100.5315,Private room,3000,1,0,,,8,0,0,
41871343,Guest suite in Watthana · 1 bedroom · 1 bed · 3 shared baths,295111616,A Bkk Journey,,Khlong Toei,13.733544365927147,100.56364760657029,Shared room,850,1,0,,,2,365,0,
41659554,Bed and breakfast in Krung Thep Maha Nakhon · 1 bedroom · 1 bed · 1.5 shared baths,327259984,Eva,,Chatu Chak,13.80482,100.57433,Private room,750,28,0,,,2,365,0,
41670776,Rental unit in Khet Phra Khanong · 1 bedroom · 1 bed · 1 bath,272358230,Charles,,Phra Khanong,13.6931,100.6084,Entire home/apt,800,360,0,,,29,365,0,
42030654,Condo in Khet Khlong Toei · ★4.76 · 1 bedroom · 2 beds · 1 bath,203915817,Three&Baker,,Khlong Toei,13.72242,100.57607,Entire home/apt,1536,4,38,2023-12-25,0.81,6,152,28,
41671084,Loft in Khet Phaya Thai · 1 bedroom · 1 bed · 1 shared bath,11628972,Youtopia,,Phaya Thai,13.78336,100.53658,Private room,1500,1,0,,,5,365,0,
41671498,Condo in Khet Watthana · Studio · 1 bed · 1 bath,327969837,Somphong,,Vadhana,13.71452,100.59408,Entire home/apt,3200,1,0,,,1,89,0,
41872957,Hostel in Bangrak · 1 bedroom · 3 beds · 1 private bath,327319388,Pitchayakorn,,Bang Rak,13.72889,100.53136,Private room,5000,1,0,,,8,0,0,
41874532,Bed and breakfast in Khet Thon Buri · 1 bedroom · 1 bed · 1 private bath,165213926,Ann,,Thon buri,13.738424886502914,100.48926350356598,Private room,1459,1,1,2023-11-07,0.60,2,298,1,
41673332,Home in Khet Huai Khwang · ★4.26 · 3 bedrooms · 3 beds · 2 baths,328915893,Robin,,Huai Khwang,13.77519,100.58209,Entire home/apt,2000,3,31,2023-10-25,0.65,1,328,11,
42034108,Tiny home in Khet Don Mueang · ★4.74 · 5 bedrooms · 5 beds · 5.5 shared baths,248396375,Amy,,Don Mueang,13.95074,100.61541,Private room,10181,1,19,2023-07-09,0.68,5,89,5,
41674999,Condo in Khet Bang Kapi · 1 bedroom · 1 bath,328927339,Nupokpuy,,Bang Kapi,13.74943,100.6043,Private room,1650,2,0,,,1,90,0,
42039397,Home in Khet Bang Rak · ★4.86 · 1 bedroom · 1 bed · 1.5 baths,10211986,Napa,,Bang Rak,13.73485,100.51916,Entire home/apt,2500,2,88,2023-11-18,1.87,3,227,33,
41889953,Condo in Khet Bueng Kum · ★5.0 · 1 bedroom · 1 bed · 1 bath,331254061,Krajeab,,Bueng Kum,13.82631,100.63046,Entire home/apt,,2,5,2020-11-23,0.11,1,0,0,
41682524,Rental unit in Khet Huai Khwang · 1 bedroom · 3 beds · 1 bath,329009342,Rungnapa,,Huai Khwang,13.7908,100.58016,Private room,600,1,0,,,1,0,0,
41890638,Rental unit in Khet Watthana · 2 bedrooms · 2 beds · 2 baths,331239691,Chalinee,,Vadhana,13.73213,100.58152,Private room,4415,28,0,,,2,0,0,
41891106,Rental unit in Khet Watthana · 1 bedroom · 1 shared bath,331260724,Hector,,Vadhana,13.73082,100.58287,Private room,3311,28,0,,,2,364,0,
42041642,Serviced apartment in เขตวัฒนา · ★5.0 · 4 bedrooms · 4 beds · 4.5 baths,325514125,Headquarter,,Vadhana,13.71406,100.5993,Entire home/apt,36544,5,3,2020-02-11,0.06,1,365,0,
41690401,Rental unit in ห้วยขวาง · 1 bedroom · 3 beds · 1.5 baths,240322225,กานต์สิรี,,Huai Khwang,13.75555,100.57412,Entire home/apt,491,365,0,,,1,364,0,
41892021,Condo in Khet Huai Khwang · Studio · 1 bath,331265211,Panuwat,,Huai Khwang,13.75151,100.56528,Entire home/apt,3200,10,1,2020-02-02,0.02,1,84,0,
41892755,Condo in Khet Watthana · ★4.50 · 1 bedroom · 1 bed · 1 bath,51715335,Live&Stay,,Vadhana,13.7413,100.55712,Entire home/apt,2326,1,6,2023-12-06,0.13,21,171,4,
41893192,Rental unit in Khet Watthana · 1 bedroom · 2 beds · 2 baths,331239691,Chalinee,,Vadhana,13.73017,100.58212,Private room,4783,28,0,,,2,0,0,
41694653,Rental unit in Khet Bang Rak · 1 bedroom · 1 bath,8663142,ISanook,,Bang Rak,13.7331,100.52304,Private room,2500,30,2,2023-09-11,0.43,53,268,2,
42050966,Townhouse in Bangkok · ★4.66 · 1 bedroom · 4 beds · 2 baths,26330327,Banc,,Bang Sue,13.805205997012198,100.5358265037463,Entire home/apt,1671,1,29,2023-12-04,0.87,1,299,17,
41700767,Serviced apartment in Tungmahamek Sathorn · ★4.86 · 1 bedroom · 1 bed · 1 private bath,323956501,สิรีธร,,Yan na wa,13.71724,100.55237,Private room,900,1,7,2023-12-03,0.52,3,131,6,
42052165,Condo in Khet Khlong Toei · ★4.92 · 3 bedrooms · 3 beds · 3 baths,333317509,Manaswin,,Khlong Toei,13.73203,100.56194,Entire home/apt,3436,21,12,2022-11-25,0.26,2,71,0,
42058672,Condo in Khet Phaya Thai · Studio · 1 bed · 1 bath,249139184,Panspond,,Phaya Thai,13.7919,100.56002,Entire home/apt,750,3,2,2023-11-13,0.04,1,331,1,
41895760,Condo in Khet Watthana · ★2.75 · 1 bedroom · 1 bed · 1 bath,42546492,Porntip,,Vadhana,13.74324,100.55553,Entire home/apt,1500,1,4,2023-03-31,0.09,3,88,1,
41896960,Rental unit in Khet Phra Khanong · Studio · 1 bed · 1 bath,331309000,Nasikarnd,,Phra Khanong,13.68131,100.63158,Entire home/apt,890,1,0,,,1,0,0,
41703966,Townhouse in Khet Khlong Toei · ★5.0 · 1 bedroom · 2 beds · 1 private bath,329264333,Jan,,Khlong Toei,13.7303,100.55962,Private room,1614,4,3,2023-07-01,0.25,2,73,3,
41899811,Rental unit in Huai Khwang · 1 bedroom · 1 bed · 1 bath,317027020,萱兒,,Huai Khwang,13.76657,100.58588,Entire home/apt,1202,1,0,,,1,180,0,
41720832,Hotel in Bangkok · 1 bedroom · 1 private bath,182897474,Team Amore,,Sathon,13.70923,100.52582,Private room,6643,1,1,2022-12-28,0.08,10,364,1,
42060938,Condo in Khet Phaya Thai · ★4.29 · 2 bedrooms · 2 beds · 1 bath,149347328,Lily,,Phaya Thai,13.78196,100.54139,Entire home/apt,1500,1,45,2023-11-14,0.96,2,294,19,
41725530,Serviced apartment in Khet Chatuchak · ★4.84 · 1 bedroom · 1 bed · 1 private bath,311909791,Siamplaengna,,Chatu Chak,13.80775,100.56306,Private room,1190,2,118,2023-12-10,2.48,2,355,52,
42061301,Condo in Khet Phaya Thai · ★4.35 · 2 bedrooms · 4 beds · 1 bath,149347328,Lily,,Phaya Thai,13.78368,100.54161,Entire home/apt,1500,1,17,2023-01-02,0.36,2,261,1,
42061842,Condo in Khet Huai Khwang · ★4.92 · 1 bedroom · 1 private bath,60194145,Ake,,Huai Khwang,13.78388,100.58557,Private room,629,1,13,2023-12-12,0.28,8,282,11,
41901566,Condo in Khet Bang Na · 1 bedroom · 1 bath,330330492,ศิรินาถ,,Bang Na,13.67208,100.59527,Private room,950,28,0,,,1,89,0,
41901612,Rental unit in Khet Phra Nakhon · ★4.72 · 1 bedroom · 1 private bath,152484190,Lertrit,,Phra Nakhon,13.763132909139268,100.4964952516196,Private room,800,1,54,2023-12-08,2.31,5,351,36,
41725787,Condo in Khet Huai Khwang · ★4.86 · 1 bedroom · 1 bed · 1 bath,126601726,Patsiri,,Huai Khwang,13.74538,100.58472,Entire home/apt,814,30,7,2023-06-26,0.15,7,314,3,
41902697,Condo in Khet Pathum Wan · ★4.50 · 1 bedroom · 2 beds · 1 bath,331342481,Natnicha,,Parthum Wan,13.74717,100.52819,Entire home/apt,1500,28,10,2023-12-15,0.21,1,159,4,
41726352,Condo in Khet Bang Rak · 2 bedrooms · 2 beds · 2.5 baths,69289704,Kim,,Bang Rak,13.73294,100.52595,Entire home/apt,1000,180,0,,,1,0,0,
42076206,Condo in Khet Thung Khru · 1 bedroom · 2 beds · 1 bath,327036321,Nok,,Thung khru,13.64811,100.51701,Private room,443,1,0,,,1,80,0,
41727113,Hotel in Khet Khlong San · 1 bedroom · 1 bed · 1 bath,327258386,สมศักดิ์,,Khlong San,13.71352,100.50565,Private room,800,1,0,,,15,365,0,
41729387,Serviced apartment in Bangkok · ★4.63 · 1 bedroom · 2 beds · 1 bath,6308634,Nanthwan,,Phasi Charoen,13.71313,100.43825,Entire home/apt,933,1,16,2023-12-09,0.35,12,175,9,
41913505,Rental unit in Khet Sathon · Studio · 1 bed · 1 private bath,331495846,Passaramon,,Sathon,13.71078,100.51401,Private room,1199,1,0,,,1,0,0,
41729772,Condo in Khet Huai Khwang · ★4.78 · 1 bedroom · 2 beds · 1 bath,126601726,Patsiri,,Huai Khwang,13.74499,100.58429,Entire home/apt,750,14,9,2023-05-06,0.35,7,341,2,
41915873,Rental unit in Khet Phasi Charoen · 1 bedroom · 1 bed · 1 bath,187780299,Man Ping,,Phasi Charoen,13.71494,100.44831,Entire home/apt,,3,0,,,2,0,0,
42077221,Hostel in Khet Khlong Toei · 1 bedroom · 1 bed · 1 private bath,333661134,Kraisi,,Parthum Wan,13.73830795288086,100.51760864257812,Private room,1620,1,2,2023-01-03,0.04,3,303,1,
42077848,Condo in Khet Chatuchak · 2 bedrooms · 1 bed · 1 shared bath,178899807,Alice,,Chatu Chak,13.85516,100.58438,Private room,1500,7,0,,,2,0,0,
42078485,Condo in Khet Bang Kapi · 1 bedroom · 1 bath,264384716,Anis,,Bang Kapi,13.7505,100.60661,Entire home/apt,1385,1,0,,,1,365,0,
41730286,Condo in Khet Huai Khwang · ★4.80 · 1 bedroom · 1 bed · 1 bath,126601726,Patsiri,,Huai Khwang,13.74397,100.58641,Entire home/apt,800,10,5,2023-03-15,0.29,7,332,3,
42079466,Condo in Khet Watthana · 2 bedrooms · 2 beds · 3 baths,104769188,Yan,,Vadhana,13.74221,100.5576,Entire home/apt,3500,1,1,2023-01-15,0.09,9,298,1,
41915882,Condo in Khet Don Mueang · 1 bedroom · 1 bed · 1 bath,331580136,Kittibordee,,Don Mueang,13.89178,100.58593,Entire home/apt,659,3,0,,,1,0,0,
41915902,Serviced apartment in Khet Bang Rak · ★4.33 · 2 bedrooms · 2 beds · 2 baths,329485772,Pk,,Bang Rak,13.72469,100.53192,Private room,4700,1,3,2023-07-09,0.15,5,174,1,
41916235,Serviced apartment in Khet Bang Rak · ★4.50 · 2 bedrooms · 2 beds · 2 baths,329485772,Pk,,Bang Rak,13.72469,100.53192,Private room,4700,1,4,2023-08-15,0.30,5,43,2,
41731041,Rental unit in เขตวัฒนา · ★4.79 · 2 bedrooms · 2 beds · 2 baths,106729537,Angela,,Vadhana,13.74275,100.55564,Entire home/apt,3488,3,27,2023-12-11,0.56,15,0,24,
42086932,Hostel in Khet Bang Rak · 1 bedroom · 2 beds · 4.5 shared baths,327319388,Pitchayakorn,,Bang Rak,13.72958,100.52771,Private room,3000,1,0,,,8,0,0,
42087055,Bed and breakfast in Khet Bang Rak · 1 bedroom · 1 bed · 1 private bath,327319388,Pitchayakorn,,Bang Rak,13.72919,100.52767,Private room,4000,1,0,,,8,0,0,
41736425,Rental unit in เขต สาทร · 1 bedroom · 2 beds · 1 bath,162537040,Songnya,,Sathon,13.70972,100.52086,Entire home/apt,1150,200,0,,,12,362,0,
41737295,Boutique hotel in Amphoe Chatuchak · 1 bedroom · 1 bed · 1 private bath,199600827,Suphit,,Chatu Chak,13.80542,100.56352,Private room,2000,3,0,,,3,365,0,
42092664,Serviced apartment in Khet Phaya Thai · ★4.75 · 1 bedroom · 2 beds · 1 bath,333796047,Jj,,Phaya Thai,13.78003,100.5445,Entire home/apt,2154,1,40,2023-12-15,0.85,2,153,21,
41916406,Serviced apartment in Khet Watthana · ★5.0 · 3 bedrooms · 3 beds · 4 baths,331588844,Lakh,,Vadhana,13.73637,100.5709,Entire home/apt,6000,3,3,2023-04-17,0.24,1,339,2,
41737579,Condo in Lak Si · 1 bedroom · 1 bath,326942925,Pornthep,,Lak Si,13.8524,100.55062,Private room,870,4,0,,,1,179,0,
41918196,"Rental unit in Samsen Nai, Phaya Thai · ★4.95 · Studio · 1 bed · 1 bath",251475219,Kanomping,,Phaya Thai,13.782259,100.548131,Entire home/apt,1454,1,74,2023-12-11,2.46,12,0,40,
42098573,Condo in กรุงเทพมหานคร · 1 bedroom · 2 beds · 1.5 shared baths,330060685,Paprapron,,Bang Kapi,13.74401,100.61056,Private room,1000,1,0,,,2,179,0,
42104406,Townhouse in Khet Bang Rak · ★4.60 · 1 bedroom · 1 bed · 1 bath,139189243,Hana,,Bang Rak,13.72473,100.53289,Private room,,240,15,2023-02-25,0.35,60,0,4,
41740510,Rental unit in Khet Pathum Wan · ★5.0 · 1 bedroom · 1 bed · 1 bath,9088749,Natalie,,Parthum Wan,13.74091,100.54018,Entire home/apt,,28,6,2020-12-25,0.13,15,0,0,
41740778,Rental unit in Khet Pathum Wan · ★4.90 · Studio · 1 bed · 1 bath,9088749,Natalie,,Parthum Wan,13.7408,100.53971,Entire home/apt,1454,7,10,2023-11-29,0.31,15,311,8,
41749275,Hostel in Muban Nopparat  · 1 bedroom · 1 shared bath,329581471,Ñäñçÿ,,Phra Khanong,13.69053,100.61797,Shared room,350,365,0,,,2,365,0,
42112348,Serviced apartment in Khet Phaya Thai · ★4.79 · Studio · 1 bed · 1 bath,333796047,Jj,,Phaya Thai,13.77999,100.54456,Entire home/apt,2030,1,81,2023-12-12,1.73,2,0,43,
